time	V(clk)	V(d)	V(q)
1.999680000000005e-006	0.000000e+000	1.100000e+000	-2.236075e-006
1.999710000000004e-006	0.000000e+000	1.100000e+000	5.407680e-007
1.999830000000002e-006	0.000000e+000	1.100000e+000	-9.644498e-007
1.999860000000002e-006	0.000000e+000	1.100000e+000	2.863217e-007
1.999960000000001e-006	0.000000e+000	1.100000e+000	3.735955e-007
1.999990000000000e-006	0.000000e+000	1.100000e+000	8.833332e-008
2.000000000000000e-006	0.000000e+000	1.100000e+000	5.372772e-007
2.000001000000000e-006	1.100000e-001	1.100000e+000	1.666951e-003
2.000003000000000e-006	3.300000e-001	1.100000e+000	3.494208e-003
2.000006000000000e-006	6.600000e-001	1.100000e+000	2.831287e-003
2.000010000000000e-006	1.100000e+000	1.100000e+000	-1.949499e-003
2.000010400000000e-006	1.100000e+000	1.100000e+000	-3.714066e-003
2.000011200000000e-006	1.100000e+000	1.100000e+000	-6.148977e-003
2.000012800000000e-006	1.100000e+000	1.100000e+000	-8.217410e-003
2.000016000000000e-006	1.100000e+000	1.100000e+000	-9.114956e-003
2.000022400000000e-006	1.100000e+000	1.100000e+000	-9.863570e-003
2.000035200000001e-006	1.100000e+000	1.100000e+000	1.370670e-002
2.000060800000001e-006	1.100000e+000	1.100000e+000	2.401484e-001
2.000112000000003e-006	1.100000e+000	1.100000e+000	7.986780e-001
2.000184941835049e-006	1.100000e+000	1.100000e+000	1.095360e+000
2.000260132612612e-006	1.100000e+000	1.100000e+000	1.099682e+000
2.000389236751850e-006	1.100000e+000	1.100000e+000	1.098994e+000
2.000530086625255e-006	1.100000e+000	1.100000e+000	1.099766e+000
2.000788764205040e-006	1.100000e+000	1.100000e+000	1.099358e+000
2.001177049051193e-006	1.100000e+000	1.100000e+000	1.099657e+000
2.001808948809661e-006	1.100000e+000	1.100000e+000	1.099521e+000
2.002922867111221e-006	1.100000e+000	1.100000e+000	1.099638e+000
2.004726383318357e-006	1.100000e+000	1.100000e+000	1.099597e+000
2.007903627557445e-006	1.100000e+000	1.100000e+000	1.099644e+000
2.013286116229529e-006	1.100000e+000	1.100000e+000	1.099628e+000
2.022531949491718e-006	1.100000e+000	1.100000e+000	1.099640e+000
2.038522709703711e-006	1.100000e+000	1.100000e+000	1.099635e+000
2.065925735166535e-006	1.100000e+000	1.100000e+000	1.099639e+000
2.171895725877558e-006	1.100000e+000	1.100000e+000	1.099634e+000
2.272342154448987e-006	1.100000e+000	1.100000e+000	1.099634e+000
2.372788583020416e-006	1.100000e+000	1.100000e+000	1.099633e+000
2.473235011591844e-006	1.100000e+000	1.100000e+000	1.099633e+000
2.573681440163273e-006	1.100000e+000	1.100000e+000	1.099634e+000
2.674127868734702e-006	1.100000e+000	1.100000e+000	1.099634e+000
2.774574297306131e-006	1.100000e+000	1.100000e+000	1.099634e+000
2.875020725877560e-006	1.100000e+000	1.100000e+000	1.099635e+000
2.933614475877560e-006	1.100000e+000	1.100000e+000	1.099643e+000
2.941416250000000e-006	1.100000e+000	1.100000e+000	1.099639e+000
2.957019798244880e-006	1.100000e+000	1.100000e+000	1.099638e+000
2.968802903510240e-006	1.100000e+000	1.100000e+000	1.099639e+000
2.976443789469280e-006	1.100000e+000	1.100000e+000	1.099648e+000
2.984728228081920e-006	1.100000e+000	1.100000e+000	1.093583e+000
2.984738228081920e-006	1.100000e+000	1.100000e+000	1.096159e+000
2.984758228081919e-006	1.100000e+000	1.100000e+000	1.100668e+000
2.984798228081916e-006	1.100000e+000	1.100000e+000	1.099654e+000
2.984878228081912e-006	1.100000e+000	1.100000e+000	1.100119e+000
2.985038228081903e-006	1.100000e+000	1.100000e+000	1.099921e+000
2.985358228081884e-006	1.100000e+000	1.100000e+000	1.100016e+000
2.985998228081848e-006	1.100000e+000	1.100000e+000	1.099971e+000
2.987278228081775e-006	1.100000e+000	1.100000e+000	1.099994e+000
2.989838228081629e-006	1.100000e+000	1.100000e+000	1.099983e+000
2.994958228081336e-006	1.100000e+000	1.100000e+000	1.098534e+000
2.994968228081336e-006	1.100000e+000	1.100000e+000	1.099141e+000
2.994988228081334e-006	1.100000e+000	1.100000e+000	1.100193e+000
2.995028228081332e-006	1.100000e+000	1.100000e+000	1.099924e+000
2.995108228081328e-006	1.100000e+000	1.100000e+000	1.100030e+000
2.995268228081318e-006	1.100000e+000	1.100000e+000	1.099985e+000
2.995588228081300e-006	1.100000e+000	1.100000e+000	1.100006e+000
2.996228228081264e-006	1.100000e+000	1.100000e+000	1.099996e+000
2.997508228081191e-006	1.100000e+000	1.100000e+000	1.099674e+000
2.997518228081190e-006	1.100000e+000	1.100000e+000	1.099808e+000
2.997538228081189e-006	1.100000e+000	1.100000e+000	1.100042e+000
2.997578228081187e-006	1.100000e+000	1.100000e+000	1.099984e+000
2.997658228081182e-006	1.100000e+000	1.100000e+000	1.100007e+000
2.997818228081173e-006	1.100000e+000	1.100000e+000	1.099997e+000
2.998138228081155e-006	1.100000e+000	1.100000e+000	1.100001e+000
2.998778228081118e-006	1.100000e+000	1.100000e+000	1.100065e+000
2.998808228081116e-006	1.100000e+000	1.100000e+000	1.099989e+000
2.998848228081114e-006	1.100000e+000	1.100000e+000	1.100003e+000
2.998928228081109e-006	1.100000e+000	1.100000e+000	1.099998e+000
2.999088228081100e-006	1.100000e+000	1.100000e+000	1.100001e+000
2.999408228081082e-006	1.100000e+000	1.100000e+000	1.100015e+000
2.999438228081080e-006	1.100000e+000	1.100000e+000	1.099997e+000
2.999478228081078e-006	1.100000e+000	1.100000e+000	1.100001e+000
2.999718228081064e-006	1.100000e+000	1.100000e+000	1.099996e+000
2.999748228081063e-006	1.100000e+000	1.100000e+000	1.100001e+000
2.999878228081055e-006	1.100000e+000	1.100000e+000	1.099999e+000
2.999938228081052e-006	1.100000e+000	1.100000e+000	1.100000e+000
2.999948228081051e-006	1.100000e+000	1.100000e+000	1.100000e+000
2.999968228081050e-006	1.100000e+000	1.100000e+000	1.100000e+000
2.999973543837907e-006	1.100000e+000	1.100000e+000	1.100000e+000
3.000000000000001e-006	1.100000e+000	1.100000e+000	1.100000e+000
3.000010000000000e-006	1.100000e+000	1.100000e+000	1.099999e+000
3.000011000000000e-006	9.900000e-001	1.100000e+000	1.097895e+000
3.000013000000000e-006	7.700000e-001	1.100000e+000	1.095917e+000
3.000016000000000e-006	4.400000e-001	1.100000e+000	1.096477e+000
3.000020000000000e-006	0.000000e+000	1.100000e+000	1.099164e+000
3.000020400000000e-006	0.000000e+000	1.100000e+000	1.100304e+000
3.000021200000000e-006	0.000000e+000	1.100000e+000	1.101845e+000
3.000022799999999e-006	0.000000e+000	1.100000e+000	1.102648e+000
3.000025999999999e-006	0.000000e+000	1.100000e+000	1.101960e+000
3.000032399999999e-006	0.000000e+000	1.100000e+000	1.100872e+000
3.000045199999998e-006	0.000000e+000	1.100000e+000	1.100388e+000
3.000070799999996e-006	0.000000e+000	1.100000e+000	1.100149e+000
3.000121999999992e-006	0.000000e+000	1.100000e+000	1.100013e+000
3.000224399999984e-006	0.000000e+000	1.100000e+000	1.100001e+000
3.000429199999968e-006	0.000000e+000	1.100000e+000	1.099999e+000
3.000838799999936e-006	0.000000e+000	1.100000e+000	1.100000e+000
3.941406250000000e-006	0.000000e+000	1.100000e+000	1.100000e+000
3.967566899983588e-006	0.000000e+000	1.100000e+000	1.100025e+000
3.967596899983587e-006	0.000000e+000	1.100000e+000	1.099997e+000
3.967636899983587e-006	0.000000e+000	1.100000e+000	1.100001e+000
3.988046899983286e-006	0.000000e+000	1.100000e+000	1.099998e+000
3.988066899983285e-006	0.000000e+000	1.100000e+000	1.100000e+000
3.999994631268811e-006	0.000000e+000	1.100000e+000	1.100000e+000
4.000000000000000e-006	0.000000e+000	1.100000e+000	1.100000e+000
4.000000536873119e-006	5.905604e-002	1.100000e+000	1.101377e+000
4.000001610619357e-006	1.771681e-001	1.100000e+000	1.102893e+000
4.000003758111832e-006	4.133923e-001	1.100000e+000	1.103454e+000
4.000005705015048e-006	6.275517e-001	1.100000e+000	1.103345e+000
4.000009598821480e-006	1.055870e+000	1.100000e+000	1.103776e+000
4.000010000000000e-006	1.100000e+000	1.100000e+000	1.103812e+000
4.000010778761286e-006	1.100000e+000	1.100000e+000	1.101365e+000
4.000012336283858e-006	1.100000e+000	1.100000e+000	1.098642e+000
4.000015451329004e-006	1.100000e+000	1.100000e+000	1.097425e+000
4.000021681419295e-006	1.100000e+000	1.100000e+000	1.098276e+000
4.000034141599876e-006	1.100000e+000	1.100000e+000	1.099532e+000
4.000059061961039e-006	1.100000e+000	1.100000e+000	1.099972e+000
4.000108902683365e-006	1.100000e+000	1.100000e+000	1.100003e+000
4.000208584128018e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.000407947017323e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.001604124353151e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.003199027467589e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.006388833696465e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.012768446154217e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.025527671069721e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.051046120900729e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.102083020562745e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.219270520562745e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.322434196196639e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.425597871830532e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.528761547464426e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.631925223098319e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.735088898732213e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.838252574366106e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.941416249999999e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.961968541125495e-006	1.100000e+000	1.100000e+000	1.100007e+000
4.961998541125492e-006	1.100000e+000	1.100000e+000	1.099997e+000
4.962118541125480e-006	1.100000e+000	1.100000e+000	1.100000e+000
4.982448541123458e-006	1.100000e+000	1.100000e+000	1.099998e+000
4.982588541123444e-006	1.100000e+000	1.100000e+000	1.100000e+000
5.000000000000000e-006	1.100000e+000	1.100000e+000	1.100000e+000
5.000010000000000e-006	1.100000e+000	1.100000e+000	1.100000e+000
5.000011000000001e-006	9.900000e-001	1.100000e+000	1.097873e+000
5.000013000000000e-006	7.700000e-001	1.100000e+000	1.095881e+000
5.000016000000000e-006	4.400000e-001	1.100000e+000	1.096418e+000
5.000019999999999e-006	6.280954e-011	1.100000e+000	1.098991e+000
5.000020399999999e-006	0.000000e+000	1.100000e+000	1.100009e+000
5.000021199999999e-006	0.000000e+000	1.100000e+000	1.101514e+000
5.000022799999998e-006	0.000000e+000	1.100000e+000	1.102517e+000
5.000025999999998e-006	0.000000e+000	1.100000e+000	1.102100e+000
5.000032399999997e-006	0.000000e+000	1.100000e+000	1.101019e+000
5.000045199999994e-006	0.000000e+000	1.100000e+000	1.100394e+000
5.000070799999990e-006	0.000000e+000	1.100000e+000	1.100135e+000
5.000121999999981e-006	0.000000e+000	1.100000e+000	1.100014e+000
5.000224399999962e-006	0.000000e+000	1.100000e+000	1.100000e+000
5.000429199999923e-006	0.000000e+000	1.100000e+000	1.100000e+000
5.000838799999848e-006	0.000000e+000	1.100000e+000	1.100000e+000
5.941406250000000e-006	0.000000e+000	1.100000e+000	1.100000e+000
5.967566899961382e-006	0.000000e+000	1.100000e+000	1.100016e+000
5.967596899961382e-006	0.000000e+000	1.100000e+000	1.099997e+000
5.967716899961380e-006	0.000000e+000	1.100000e+000	1.100000e+000
5.988046899961080e-006	0.000000e+000	1.100000e+000	1.099998e+000
5.999995986988403e-006	0.000000e+000	1.100000e+000	1.100000e+000
6.000000000000000e-006	0.000000e+000	1.100000e+000	1.100000e+000
6.000000401301159e-006	4.414313e-002	1.100000e+000	1.101180e+000
6.000001203903479e-006	1.324294e-001	1.100000e+000	1.102636e+000
6.000002809108118e-006	3.090019e-001	1.100000e+000	1.103445e+000
6.000006019517395e-006	6.621469e-001	1.100000e+000	1.103402e+000
6.000010000000000e-006	1.100000e+000	1.100000e+000	1.103908e+000
6.000010398048261e-006	1.100000e+000	1.100000e+000	1.102300e+000
6.000011194144782e-006	1.100000e+000	1.100000e+000	1.099981e+000
6.000012786337824e-006	1.100000e+000	1.100000e+000	1.097929e+000
6.000015970723908e-006	1.100000e+000	1.100000e+000	1.097385e+000
6.000022339496076e-006	1.100000e+000	1.100000e+000	1.098410e+000
6.000035077040412e-006	1.100000e+000	1.100000e+000	1.099583e+000
6.000060552129085e-006	1.100000e+000	1.100000e+000	1.099976e+000
6.000111502306430e-006	1.100000e+000	1.100000e+000	1.100003e+000
6.000213402661121e-006	1.100000e+000	1.100000e+000	1.099999e+000
6.000417203370502e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.001640007626791e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.003270413301843e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.006531224651946e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.013052847352152e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.026096092752565e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.052182583553390e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.104355565155040e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.221543065155040e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.324382091561463e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.427221117967886e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.530060144374309e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.632899170780731e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.735738197187155e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.838577223593577e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.941416250000000e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.966513630310085e-006	1.100000e+000	1.100000e+000	1.100005e+000
6.966543630310085e-006	1.100000e+000	1.100000e+000	1.099998e+000
6.966903630310079e-006	1.100000e+000	1.100000e+000	1.099999e+000
6.967263630310074e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.967623630310069e-006	1.100000e+000	1.100000e+000	1.100001e+000
6.967983630310063e-006	1.100000e+000	1.100000e+000	1.100001e+000
6.968343630310058e-006	1.100000e+000	1.100000e+000	1.100001e+000
6.968703630310053e-006	1.100000e+000	1.100000e+000	1.100001e+000
6.969063630310047e-006	1.100000e+000	1.100000e+000	1.100000e+000
6.986993630309783e-006	1.100000e+000	1.100000e+000	1.099999e+000
7.000000000000000e-006	1.100000e+000	1.100000e+000	1.100000e+000
7.000010000000000e-006	1.100000e+000	1.100000e+000	1.100000e+000
7.000011000000000e-006	9.900000e-001	1.100000e+000	1.097873e+000
7.000013000000000e-006	7.700000e-001	1.100000e+000	1.095880e+000
7.000016000000000e-006	4.400000e-001	1.100000e+000	1.096418e+000
7.000020000000000e-006	0.000000e+000	1.100000e+000	1.098991e+000
7.000020400000000e-006	0.000000e+000	1.100000e+000	1.100009e+000
7.000021200000001e-006	0.000000e+000	1.100000e+000	1.101514e+000
7.000022800000000e-006	0.000000e+000	1.100000e+000	1.102517e+000
7.000026000000000e-006	0.000000e+000	1.100000e+000	1.102100e+000
7.000032400000001e-006	0.000000e+000	1.100000e+000	1.101019e+000
7.000045200000001e-006	0.000000e+000	1.100000e+000	1.100394e+000
7.000070800000002e-006	0.000000e+000	1.100000e+000	1.100135e+000
7.000122000000003e-006	0.000000e+000	1.100000e+000	1.100014e+000
7.000224400000006e-006	0.000000e+000	1.100000e+000	1.100000e+000
7.000429200000012e-006	0.000000e+000	1.100000e+000	1.100000e+000
7.000838800000023e-006	0.000000e+000	1.100000e+000	1.100000e+000
7.941406250000000e-006	0.000000e+000	1.100000e+000	1.100000e+000
7.967566900005785e-006	0.000000e+000	1.100000e+000	1.100016e+000
7.967596900005787e-006	0.000000e+000	1.100000e+000	1.099997e+000
7.967716900005795e-006	0.000000e+000	1.100000e+000	1.100000e+000
7.988046900007218e-006	0.000000e+000	1.100000e+000	1.099998e+000
7.999995855659693e-006	0.000000e+000	1.100000e+000	1.100000e+000
8.000000000000000e-006	0.000000e+000	1.100000e+000	1.100000e+000
8.000000414434030e-006	4.558774e-002	1.100000e+000	1.101202e+000
8.000001243302092e-006	1.367632e-001	1.100000e+000	1.102667e+000
8.000002901038215e-006	3.191142e-001	1.100000e+000	1.103451e+000
8.000006216510460e-006	6.838161e-001	1.100000e+000	1.103392e+000
8.000010000000000e-006	1.100000e+000	1.100000e+000	1.103949e+000
8.000010378348954e-006	1.100000e+000	1.100000e+000	1.102391e+000
8.000011135046862e-006	1.100000e+000	1.100000e+000	1.100106e+000
8.000012648442679e-006	1.100000e+000	1.100000e+000	1.098020e+000
8.000015675234310e-006	1.100000e+000	1.100000e+000	1.097365e+000
8.000021728817574e-006	1.100000e+000	1.100000e+000	1.098313e+000
